user_id,exercise_id,rating,completion_rate,timestamp
880,88,1,0.94,2024-10-24 05:18:26.108112
848,75,3,0.77,2025-02-15 05:18:26.108225
481,53,3,0.71,2025-08-23 05:18:26.108373
166,62,5,0.83,2024-10-21 05:18:26.108490
373,30,5,0.68,2025-05-01 05:18:26.108662
418,100,3,0.94,2025-06-11 05:18:26.108796
402,5,5,0.83,2025-05-21 05:18:26.111272
32,21,1,0.76,2025-09-06 05:18:26.111531
183,17,4,0.74,2025-08-04 05:18:26.111752
392,37,1,0.79,2025-01-29 05:18:26.111940
606,71,3,0.92,2025-08-04 05:18:26.112071
886,46,5,0.92,2024-10-26 05:18:26.112195
3,28,4,0.68,2024-10-21 05:18:26.112309
844,47,1,0.96,2025-01-12 05:18:26.112469
571,75,1,0.67,2025-06-16 05:18:26.112582
991,13,5,0.97,2024-10-09 05:18:26.112766
801,97,3,0.91,2025-02-01 05:18:26.112897
390,89,3,0.55,2025-03-07 05:18:26.113011
478,34,2,0.92,2025-01-31 05:18:26.113126
884,9,4,0.53,2025-04-11 05:18:26.113242
599,21,5,0.68,2025-05-01 05:18:26.113380
638,4,5,0.8,2025-07-03 05:18:26.113502
542,29,4,0.78,2024-12-11 05:18:26.113613
562,2,2,0.51,2025-05-08 05:18:26.113724
746,95,2,0.99,2024-12-25 05:18:26.113868
241,13,4,0.76,2025-06-16 05:18:26.113996
827,37,4,0.75,2025-01-12 05:18:26.114114
87,14,2,0.56,2024-11-07 05:18:26.114226
491,12,4,0.86,2025-07-18 05:18:26.114371
294,50,4,0.54,2025-03-14 05:18:26.114488
520,97,3,0.73,2025-03-15 05:18:26.114599
825,99,3,0.91,2025-03-30 05:18:26.114709
439,51,5,0.97,2025-08-22 05:18:26.114830
506,84,3,0.7,2024-10-11 05:18:26.114957
280,98,4,0.67,2025-07-13 05:18:26.115083
226,42,4,0.61,2024-10-11 05:18:26.115196
502,15,4,0.73,2025-01-12 05:18:26.115307
949,25,5,0.9,2025-05-05 05:18:26.115478
759,38,4,0.77,2025-07-13 05:18:26.115608
733,15,3,0.54,2025-08-30 05:18:26.115722
289,100,4,0.84,2025-03-30 05:18:26.115841
875,73,4,0.82,2025-09-08 05:18:26.115961
799,12,4,0.69,2025-03-31 05:18:26.116073
608,50,4,0.73,2025-03-24 05:18:26.116187
576,4,4,0.65,2024-10-22 05:18:26.116299
949,85,5,0.69,2025-03-23 05:18:26.116465
58,96,5,0.76,2025-07-20 05:18:26.116579
369,79,4,0.67,2025-08-30 05:18:26.116803
969,59,2,0.88,2025-02-25 05:18:26.116933
145,57,4,0.96,2025-03-16 05:18:26.117046
518,97,4,0.65,2025-05-04 05:18:26.117279
51,19,5,0.74,2025-06-27 05:18:26.117435
979,42,5,0.75,2025-01-14 05:18:26.117514
678,62,5,0.71,2025-03-25 05:18:26.117585
948,26,3,0.78,2024-11-06 05:18:26.117685
532,50,2,0.92,2025-09-09 05:18:26.117801
833,96,2,0.71,2024-12-19 05:18:26.117923
706,48,4,0.52,2025-08-24 05:18:26.118048
469,94,4,1.0,2024-12-29 05:18:26.118640
138,48,4,0.52,2025-04-04 05:18:26.118857
631,15,5,0.93,2024-09-26 05:18:26.118956
407,62,3,0.79,2025-07-28 05:18:26.119032
984,64,5,0.87,2024-09-24 05:18:26.119135
487,70,3,0.75,2024-11-20 05:18:26.119261
777,63,5,0.88,2025-04-07 05:18:26.119600
427,86,4,0.92,2024-12-03 05:18:26.119740
432,12,5,0.86,2025-05-01 05:18:26.119989
855,96,5,0.87,2024-11-20 05:18:26.120127
826,5,4,0.93,2024-10-02 05:18:26.120404
755,21,3,0.52,2024-12-16 05:18:26.120517
822,10,5,0.76,2025-05-26 05:18:26.120864
700,57,1,0.97,2025-04-10 05:18:26.120987
120,70,5,0.66,2024-11-25 05:18:26.121254
663,70,3,0.97,2024-09-19 05:18:26.121509
577,70,3,0.86,2025-01-15 05:18:26.121747
434,93,5,0.62,2025-05-30 05:18:26.121859
321,27,4,0.8,2025-05-06 05:18:26.121967
567,47,5,0.73,2025-04-05 05:18:26.122106
941,32,3,0.98,2025-05-04 05:18:26.122845
368,59,4,0.97,2025-02-22 05:18:26.123125
17,68,5,0.76,2024-11-15 05:18:26.123389
650,46,4,0.9,2025-03-20 05:18:26.123609
242,48,4,0.81,2025-07-21 05:18:26.123800
202,69,1,0.59,2025-06-09 05:18:26.123991
899,95,4,0.53,2025-01-04 05:18:26.124189
834,42,4,0.57,2024-10-01 05:18:26.124445
68,45,3,0.83,2025-08-03 05:18:26.125023
261,89,4,0.7,2025-03-02 05:18:26.125274
454,18,5,0.67,2024-12-20 05:18:26.125523
700,99,5,0.93,2025-06-04 05:18:26.125701
328,65,2,0.63,2025-08-26 05:18:26.125871
540,62,1,0.64,2025-09-16 05:18:26.126107
421,90,4,0.97,2025-09-16 05:18:26.126395
193,73,4,0.56,2025-02-22 05:18:26.126634
952,34,4,1.0,2025-09-06 05:18:26.126859
581,41,5,0.91,2025-08-03 05:18:26.127108
772,100,4,0.92,2025-05-16 05:18:26.127393
134,27,5,0.77,2025-03-27 05:18:26.127642
835,46,4,0.97,2024-12-01 05:18:26.127883
398,78,5,0.54,2025-07-14 05:18:26.128139
382,86,5,0.79,2024-10-29 05:18:26.128408
522,33,1,0.7,2024-12-05 05:18:26.128776
459,24,4,0.62,2025-06-02 05:18:26.129051
428,62,4,0.7,2025-02-26 05:18:26.129308
824,36,5,0.96,2024-12-25 05:18:26.129604
11,70,4,0.63,2024-09-22 05:18:26.129846
259,3,5,0.61,2025-03-08 05:18:26.130095
938,88,3,0.51,2024-10-02 05:18:26.130384
380,27,4,0.67,2025-09-06 05:18:26.130629
342,35,4,0.57,2025-04-26 05:18:26.130868
159,60,2,0.63,2025-09-05 05:18:26.131118
985,91,1,0.82,2025-05-31 05:18:26.131401
636,29,5,0.66,2025-02-19 05:18:26.131642
550,83,5,0.63,2025-02-16 05:18:26.131885
733,15,4,0.67,2025-05-22 05:18:26.132131
976,17,1,0.65,2025-05-09 05:18:26.132401
325,64,3,0.61,2025-07-09 05:18:26.132716
69,7,4,0.69,2024-09-27 05:18:26.132951
568,4,3,0.77,2025-05-31 05:18:26.133189
932,70,5,0.76,2024-09-27 05:18:26.133465
752,62,1,0.92,2025-08-14 05:18:26.133696
413,78,4,0.73,2025-01-07 05:18:26.133923
740,13,4,0.77,2024-12-16 05:18:26.134159
464,79,4,0.81,2024-10-28 05:18:26.134428
742,67,5,0.55,2025-08-14 05:18:26.134650
417,31,3,0.67,2025-01-14 05:18:26.134865
101,62,2,0.63,2024-12-15 05:18:26.135121
529,7,3,0.63,2024-11-29 05:18:26.135408
608,11,4,0.95,2025-03-22 05:18:26.135693
235,56,5,0.97,2025-08-23 05:18:26.135931
820,18,4,0.75,2025-09-14 05:18:26.136168
594,3,2,0.97,2025-07-11 05:18:26.136446
115,7,2,0.95,2025-02-24 05:18:26.136766
623,47,5,0.72,2024-12-08 05:18:26.136999
640,57,3,0.86,2025-05-25 05:18:26.137237
70,2,4,0.67,2025-07-25 05:18:26.137518
989,59,5,0.88,2025-02-13 05:18:26.137744
688,43,4,0.94,2025-07-24 05:18:26.137966
181,16,4,0.78,2025-06-07 05:18:26.138228
895,55,3,0.54,2024-10-25 05:18:26.138534
956,59,2,0.93,2024-11-25 05:18:26.138799
923,39,5,0.71,2025-04-20 05:18:26.139048
536,60,4,0.77,2025-07-28 05:18:26.139308
928,96,4,0.82,2025-08-08 05:18:26.139603
879,77,5,0.75,2025-08-07 05:18:26.139842
947,91,5,0.65,2025-08-01 05:18:26.140090
115,27,5,0.86,2025-03-04 05:18:26.140378
986,71,5,0.96,2025-07-14 05:18:26.140694
493,10,3,0.54,2025-01-08 05:18:26.140944
613,95,3,0.86,2025-02-17 05:18:26.141198
359,27,4,0.56,2025-04-21 05:18:26.141493
176,83,4,0.65,2025-03-12 05:18:26.141741
81,31,2,0.7,2025-05-16 05:18:26.141982
881,21,1,0.8,2024-10-09 05:18:26.142232
310,57,1,0.53,2025-05-07 05:18:26.142527
541,48,1,0.8,2025-09-03 05:18:26.142746
606,6,4,0.96,2025-08-18 05:18:26.142973
305,13,5,0.89,2025-07-22 05:18:26.143217
725,28,4,0.53,2025-02-21 05:18:26.143533
444,43,5,0.65,2025-02-22 05:18:26.143781
368,45,4,0.85,2025-01-10 05:18:26.144025
374,54,5,0.59,2025-03-12 05:18:26.144273
846,48,3,0.74,2024-11-20 05:18:26.144587
556,32,5,0.66,2025-03-23 05:18:26.144963
377,36,5,0.64,2025-09-03 05:18:26.145222
91,60,1,0.84,2025-08-19 05:18:26.145517
21,91,4,0.67,2025-01-28 05:18:26.145760
474,21,4,0.72,2024-10-08 05:18:26.146003
132,9,5,0.86,2024-10-29 05:18:26.146255
509,23,3,0.86,2024-11-19 05:18:26.146551
446,97,3,0.96,2025-02-23 05:18:26.146794
389,80,3,0.54,2024-10-16 05:18:26.147044
301,47,4,0.58,2024-10-25 05:18:26.147286
973,48,5,0.81,2025-01-24 05:18:26.147588
199,16,4,0.82,2024-12-17 05:18:26.147864
984,69,2,0.92,2025-01-08 05:18:26.148123
453,49,4,0.71,2024-11-28 05:18:26.148415
118,21,4,0.55,2025-07-27 05:18:26.148784
752,12,4,0.98,2025-09-12 05:18:26.149042
78,50,1,0.79,2024-11-23 05:18:26.149284
799,43,4,0.54,2025-02-22 05:18:26.149574
209,61,2,0.73,2024-11-19 05:18:26.149816
994,81,3,0.63,2024-12-24 05:18:26.150062
428,47,5,0.84,2025-07-28 05:18:26.150300
730,92,4,0.99,2025-09-17 05:18:26.150581
357,57,5,0.54,2025-01-08 05:18:26.150795
180,29,5,0.71,2025-07-06 05:18:26.151039
329,78,5,0.52,2025-07-14 05:18:26.151275
221,83,3,0.65,2025-02-11 05:18:26.151558
684,82,1,0.7,2025-06-25 05:18:26.151792
474,76,5,0.56,2025-04-26 05:18:26.152062
946,30,5,0.62,2024-10-01 05:18:26.152299
426,84,4,0.85,2024-10-13 05:18:26.152591
314,79,5,0.79,2024-12-25 05:18:26.152904
661,94,3,0.67,2024-12-04 05:18:26.153152
410,90,5,0.74,2024-12-22 05:18:26.153431
114,1,2,0.53,2025-03-31 05:18:26.153670
272,22,5,0.58,2024-12-07 05:18:26.153906
10,99,3,0.64,2025-05-08 05:18:26.154155
835,41,1,0.58,2024-11-09 05:18:26.154431
502,60,2,0.7,2024-12-15 05:18:26.154668
408,40,4,0.72,2024-12-31 05:18:26.154895
368,18,3,0.63,2024-12-07 05:18:26.155127
378,21,3,0.62,2025-05-01 05:18:26.155384
76,9,4,0.89,2025-05-24 05:18:26.155621
290,61,3,0.91,2025-07-30 05:18:26.155845
564,39,5,0.85,2024-10-10 05:18:26.156102
757,28,4,0.99,2024-10-17 05:18:26.156384
357,62,3,0.58,2024-12-13 05:18:26.156679
551,21,3,0.74,2025-05-21 05:18:26.156915
525,3,4,0.9,2025-03-27 05:18:26.157147
982,81,1,0.69,2024-12-18 05:18:26.157405
64,66,2,0.83,2025-06-24 05:18:26.157637
458,67,5,0.96,2025-03-25 05:18:26.157872
931,24,2,0.83,2025-03-31 05:18:26.158116
919,6,2,0.71,2025-08-15 05:18:26.158400
369,29,4,0.6,2024-12-14 05:18:26.158644
353,8,5,0.74,2025-05-25 05:18:26.158872
280,90,3,0.95,2024-11-28 05:18:26.159062
451,66,3,0.7,2025-08-14 05:18:26.159264
507,3,1,0.65,2025-02-25 05:18:26.159544
426,45,4,0.79,2025-06-18 05:18:26.159782
467,83,4,0.84,2024-12-11 05:18:26.160044
470,21,4,0.57,2025-06-03 05:18:26.160277
414,27,4,0.66,2024-12-14 05:18:26.160560
397,81,1,0.96,2025-09-06 05:18:26.160886
3,90,4,0.71,2025-03-28 05:18:26.161138
899,1,5,0.98,2025-09-05 05:18:26.161401
195,13,3,0.88,2025-09-16 05:18:26.161628
691,40,4,0.56,2025-01-05 05:18:26.161857
872,33,2,0.75,2025-04-30 05:18:26.162099
86,80,1,0.73,2025-09-09 05:18:26.162377
664,61,2,0.61,2025-02-01 05:18:26.162621
640,58,4,0.75,2024-10-13 05:18:26.162861
307,36,1,0.81,2024-11-23 05:18:26.163103
526,29,4,0.89,2025-06-01 05:18:26.163382
709,88,4,0.79,2025-04-28 05:18:26.163628
60,100,2,0.87,2025-01-26 05:18:26.163865
448,62,5,0.71,2025-07-01 05:18:26.164142
215,43,1,0.66,2025-05-16 05:18:26.164416
767,72,4,0.73,2025-02-08 05:18:26.164753
217,80,4,0.67,2024-10-20 05:18:26.164999
511,77,5,0.92,2025-01-20 05:18:26.165252
900,2,4,0.88,2025-03-07 05:18:26.165552
870,76,3,0.54,2025-09-02 05:18:26.165792
272,9,4,0.96,2025-05-02 05:18:26.166053
119,41,5,0.68,2025-09-11 05:18:26.166296
695,96,5,0.99,2024-09-29 05:18:26.166586
584,34,2,0.71,2025-04-25 05:18:26.166804
327,31,4,0.63,2025-05-18 05:18:26.167045
757,100,3,0.7,2024-11-09 05:18:26.167281
916,92,1,0.83,2025-08-23 05:18:26.167603
968,32,1,0.54,2024-10-14 05:18:26.167838
301,96,1,0.63,2025-08-20 05:18:26.168108
596,38,5,0.97,2025-01-01 05:18:26.168388
63,99,5,0.89,2025-02-09 05:18:26.168755
152,4,4,0.65,2024-12-12 05:18:26.169004
202,99,5,0.81,2025-03-07 05:18:26.169249
498,43,3,0.83,2025-02-21 05:18:26.169539
584,96,5,0.98,2025-02-16 05:18:26.169776
71,76,1,0.75,2024-09-22 05:18:26.170008
228,79,4,0.88,2025-01-16 05:18:26.170255
272,19,5,0.94,2025-03-31 05:18:26.170546
16,65,4,0.7,2025-06-08 05:18:26.170785
284,65,4,0.96,2025-06-11 05:18:26.171021
750,13,5,0.62,2025-06-25 05:18:26.171275
320,32,5,0.89,2025-03-29 05:18:26.171571
948,63,2,0.7,2025-06-30 05:18:26.171809
873,55,4,0.75,2025-07-10 05:18:26.172056
969,86,4,0.87,2025-08-04 05:18:26.172365
47,79,4,0.54,2025-05-15 05:18:26.172675
877,70,4,0.68,2024-12-31 05:18:26.172927
244,90,4,0.5,2025-04-30 05:18:26.173180
549,8,1,0.64,2025-06-04 05:18:26.173439
860,58,4,0.63,2024-12-05 05:18:26.173655
982,66,3,0.75,2025-02-11 05:18:26.173861
954,75,5,0.78,2025-06-07 05:18:26.174098
34,86,5,0.53,2025-07-01 05:18:26.174379
141,90,3,0.59,2025-08-02 05:18:26.174618
87,48,5,0.54,2024-12-19 05:18:26.174857
411,28,5,0.9,2025-07-04 05:18:26.175101
954,93,4,0.92,2025-07-04 05:18:26.175379
509,36,4,0.74,2025-07-05 05:18:26.175623
245,57,3,0.98,2025-07-24 05:18:26.175857
310,16,4,0.69,2024-12-14 05:18:26.176100
273,80,1,0.8,2025-01-13 05:18:26.176473
698,98,3,0.97,2025-01-10 05:18:26.176795
15,48,3,0.93,2025-04-04 05:18:26.177026
865,57,4,0.55,2025-04-16 05:18:26.177262
354,1,5,0.95,2025-06-03 05:18:26.177547
161,33,5,0.95,2025-01-07 05:18:26.177813
471,79,5,0.81,2025-07-01 05:18:26.178053
39,45,4,0.6,2024-12-05 05:18:26.178277
952,24,4,0.64,2024-10-19 05:18:26.178551
312,53,2,0.96,2024-11-17 05:18:26.178809
386,94,4,0.69,2024-10-14 05:18:26.179044
874,92,4,0.66,2025-03-01 05:18:26.179267
445,23,4,0.62,2024-10-16 05:18:26.179543
945,27,4,0.77,2025-08-22 05:18:26.179802
924,66,5,0.57,2025-07-06 05:18:26.180050
714,43,5,0.97,2025-06-06 05:18:26.180292
677,71,2,0.74,2025-01-17 05:18:26.180671
982,31,4,0.56,2024-12-13 05:18:26.180926
852,39,3,0.95,2025-04-25 05:18:26.181180
374,48,3,0.74,2025-08-03 05:18:26.181481
256,64,5,0.73,2024-10-04 05:18:26.181724
657,42,4,0.95,2024-12-20 05:18:26.181964
977,14,5,0.97,2025-03-14 05:18:26.182217
872,39,3,0.67,2025-08-13 05:18:26.182515
14,27,4,0.93,2024-10-25 05:18:26.182738
614,81,3,0.53,2025-07-24 05:18:26.182962
587,22,5,0.96,2024-12-26 05:18:26.183200
799,11,4,0.78,2025-01-17 05:18:26.183479
21,94,4,0.87,2025-01-31 05:18:26.183713
8,60,1,0.87,2024-09-23 05:18:26.183936
909,87,4,0.6,2025-01-21 05:18:26.184169
923,64,4,0.97,2024-12-11 05:18:26.184444
220,83,5,0.65,2024-12-07 05:18:26.184791
749,8,4,1.0,2024-11-02 05:18:26.185024
579,46,4,0.88,2025-03-16 05:18:26.185261
302,72,3,0.51,2024-11-16 05:18:26.185538
4,80,5,0.85,2024-11-12 05:18:26.185758
741,20,4,0.74,2025-06-02 05:18:26.185989
638,54,4,0.66,2024-10-09 05:18:26.186233
658,55,4,0.61,2025-02-24 05:18:26.186522
173,13,3,0.94,2025-08-30 05:18:26.186763
578,99,5,0.97,2025-04-07 05:18:26.186999
890,54,1,0.67,2025-01-19 05:18:26.187249
439,100,4,0.79,2025-02-06 05:18:26.187545
258,80,4,0.83,2024-12-22 05:18:26.187786
95,14,4,0.51,2025-06-30 05:18:26.188039
274,20,5,0.61,2024-11-27 05:18:26.188281
39,52,3,0.74,2024-12-10 05:18:26.188580
878,52,3,0.79,2024-12-20 05:18:26.188926
497,49,3,0.77,2025-08-27 05:18:26.189178
98,72,5,0.67,2025-03-21 05:18:26.189471
148,86,3,0.77,2025-04-09 05:18:26.189714
579,34,2,0.63,2025-04-25 05:18:26.189953
222,87,1,0.81,2024-11-01 05:18:26.190203
807,18,5,0.96,2024-12-16 05:18:26.190492
424,92,1,0.62,2024-11-28 05:18:26.190721
982,56,1,0.93,2025-03-19 05:18:26.190963
194,78,1,0.82,2024-11-03 05:18:26.191212
583,82,3,0.81,2024-09-28 05:18:26.191516
41,100,4,0.81,2024-10-10 05:18:26.191762
84,46,4,0.78,2024-10-21 05:18:26.192003
438,8,5,0.7,2024-10-05 05:18:26.192282
788,78,5,0.94,2025-05-22 05:18:26.192593
281,52,3,0.94,2024-12-22 05:18:26.192909
53,38,4,0.74,2025-08-22 05:18:26.193184
469,16,3,0.62,2025-03-02 05:18:26.193474
761,99,4,0.81,2025-05-02 05:18:26.193717
595,48,4,0.52,2025-03-26 05:18:26.193951
52,79,3,0.75,2025-02-17 05:18:26.194202
25,66,1,0.61,2025-03-05 05:18:26.482679
94,79,5,0.77,2025-07-06 05:18:26.483020
104,38,5,0.84,2025-08-11 05:18:26.483181
458,17,3,0.82,2024-12-02 05:18:26.483355
819,47,5,0.59,2024-09-23 05:18:26.483508
525,18,1,0.76,2025-01-20 05:18:26.483634
520,48,4,0.87,2025-06-26 05:18:26.483758
155,19,3,0.86,2024-11-24 05:18:26.483893
99,51,3,0.58,2025-04-03 05:18:26.484015
584,11,4,0.86,2025-01-09 05:18:26.484134
981,52,5,0.67,2025-07-09 05:18:26.484252
263,66,5,0.99,2025-04-15 05:18:26.484424
806,84,4,0.55,2025-08-27 05:18:26.484551
106,3,3,0.94,2024-12-29 05:18:26.484747
854,29,4,0.84,2024-11-02 05:18:26.484888
108,20,4,0.67,2024-12-10 05:18:26.485011
175,99,5,0.79,2025-06-28 05:18:26.485124
765,18,4,0.51,2025-06-05 05:18:26.485236
925,95,4,0.66,2024-12-31 05:18:26.485373
921,31,2,0.88,2025-04-17 05:18:26.485489
13,41,1,0.85,2024-12-13 05:18:26.485600
245,44,4,0.97,2025-01-15 05:18:26.485711
312,30,4,0.94,2025-01-27 05:18:26.485832
593,100,3,0.76,2025-08-05 05:18:26.485946
321,11,5,0.52,2025-03-12 05:18:26.486056
613,90,3,0.73,2025-02-11 05:18:26.486167
987,42,5,0.86,2024-09-23 05:18:26.486277
667,28,4,0.81,2025-01-28 05:18:26.486431
405,1,5,0.79,2025-07-23 05:18:26.486544
847,55,5,0.91,2025-07-04 05:18:26.486655
929,89,5,0.58,2025-01-18 05:18:26.486763
670,78,2,0.76,2025-05-08 05:18:26.486885
267,77,4,0.68,2025-07-28 05:18:26.486995
611,36,4,0.58,2025-06-09 05:18:26.487108
775,15,5,0.91,2024-12-07 05:18:26.487216
454,66,5,0.5,2024-11-16 05:18:26.487356
428,95,5,0.65,2025-06-29 05:18:26.487472
9,85,2,0.69,2025-08-10 05:18:26.487582
875,24,4,0.61,2025-01-07 05:18:26.487690
33,23,4,0.9,2025-07-03 05:18:26.487805
336,49,5,0.99,2025-06-21 05:18:26.487917
346,65,3,0.75,2025-04-23 05:18:26.488028
146,94,4,0.68,2024-12-07 05:18:26.488139
898,83,2,0.89,2025-07-31 05:18:26.488247
14,6,5,0.64,2024-12-07 05:18:26.488396
934,58,4,0.57,2025-04-08 05:18:26.488511
832,98,5,0.61,2025-07-09 05:18:26.488689
270,31,4,0.79,2025-07-26 05:18:26.488815
980,78,5,0.72,2025-05-11 05:18:26.488927
837,26,5,0.58,2024-12-30 05:18:26.489036
478,30,5,0.98,2025-04-11 05:18:26.489144
673,78,3,0.91,2025-06-11 05:18:26.489254
294,16,4,0.68,2025-06-14 05:18:26.489406
6,41,2,0.57,2024-11-24 05:18:26.489519
559,99,2,0.76,2025-04-18 05:18:26.489629
115,12,1,0.93,2025-09-09 05:18:26.489737
880,86,5,0.95,2025-05-16 05:18:26.489853
853,85,3,0.78,2025-01-15 05:18:26.489967
5,73,5,0.74,2025-02-05 05:18:26.490101
586,51,4,0.82,2025-04-20 05:18:26.490212
224,97,5,0.8,2025-01-21 05:18:26.490358
930,75,2,0.63,2025-06-25 05:18:26.490477
43,82,2,0.93,2025-08-30 05:18:26.490585
461,65,3,0.97,2025-08-14 05:18:26.490693
557,2,3,0.58,2025-06-20 05:18:26.490808
390,35,3,0.74,2025-03-01 05:18:26.490918
350,53,5,0.92,2025-03-16 05:18:26.491027
43,4,5,0.58,2025-03-30 05:18:26.491134
336,25,4,0.99,2025-02-17 05:18:26.491241
910,24,3,0.72,2024-12-01 05:18:26.491382
935,61,4,0.88,2025-06-15 05:18:26.491496
262,98,2,0.63,2025-05-22 05:18:26.491604
430,41,1,0.5,2025-09-07 05:18:26.491713
87,51,5,0.95,2025-02-09 05:18:26.491827
586,98,3,0.57,2025-06-09 05:18:26.491957
937,9,4,0.73,2024-09-27 05:18:26.492069
73,72,5,0.58,2025-05-31 05:18:26.492178
744,33,2,0.53,2025-07-31 05:18:26.492288
510,47,5,0.84,2024-11-16 05:18:26.492458
310,90,3,0.53,2024-12-10 05:18:26.492571
432,19,5,0.63,2025-04-01 05:18:26.492742
69,94,4,0.55,2025-04-02 05:18:26.492889
204,42,4,0.57,2025-07-30 05:18:26.493007
500,84,4,0.86,2024-10-19 05:18:26.493116
506,98,4,0.65,2025-07-22 05:18:26.493224
446,68,1,0.87,2025-07-21 05:18:26.493373
329,88,5,0.94,2025-02-23 05:18:26.493490
63,56,3,0.9,2025-03-26 05:18:26.493601
575,45,4,0.82,2025-07-16 05:18:26.493710
581,56,4,0.93,2025-03-30 05:18:26.493825
794,28,4,0.84,2025-08-12 05:18:26.493955
196,75,2,0.91,2025-06-12 05:18:26.494066
899,62,1,0.95,2025-02-18 05:18:26.494175
38,85,4,0.93,2025-03-23 05:18:26.494283
